id,real_age,user_setage,gender,playcard_level,playcard_point,playcard_coupon_num,is_push_open,utm_channel,signup_day,app_version,manufacturer,model,label
29858,,,2,,,,1,,612,29,49,1553,0
29859,22,0,1,42,0,0,1,,763,73,62,2126,0
29860,20,0,2,80,400,10,1,40,442,106,90,782,0
29861,37,,2,26,500,80,1,43,137,106,90,782,0
29862,26,,1,5,600,0,1,50,42,29,216,726,0
29863,27,0,2,75,100,10,1,43,728,68,216,1847,0
29864,29,0,2,71,800,870,0,43,646,68,216,202,0
29865,18,0,2,67,600,30,1,7,199,106,90,1610,0
29866,26,0,1,57,400,0,1,,666,106,90,2135,0
29867,18,,1,66,0,10,0,,582,68,100,706,0
29868,33,0,2,56,100,0,1,,573,68,216,1876,0
29869,35,,1,76,0,30,1,,403,23,100,1403,0
29870,31,0,2,70,100,10,0,43,604,106,90,1610,0
29871,21,0,2,30,0,0,1,7,162,68,216,1473,0
29872,21,,1,14,300,0,1,,75,97,216,338,0
29873,31,,2,68,700,0,1,,194,29,110,1058,0
29874,37,0,1,71,300,0,1,43,627,68,216,436,0
29875,42,,2,92,100,1790,1,43,633,9,90,237,0
29876,30,0,2,82,200,50,1,,604,73,100,834,0
29877,23,0,1,66,0,0,0,43,644,106,90,407,0
29878,64,0,1,23,500,140,1,,520,23,110,1060,0
29879,,,1,,,,1,,800,9,90,2092,0
29880,44,,2,29,400,0,1,14,40,68,62,1371,1
29881,35,0,2,68,100,0,1,40,672,106,90,2279,0
29882,18,0,2,57,300,0,1,40,396,106,90,782,0
29883,,,1,,,,0,,805,23,62,636,0
29884,23,0,2,63,400,30,1,,638,106,90,1892,0
29885,28,0,1,57,200,0,1,,1574,68,110,1106,0
29886,30,0,1,52,800,160,0,,323,68,216,1462,0
29887,20,0,2,18,700,60,0,,624,29,100,1126,0
29888,23,0,2,58,0,0,0,7,679,68,100,1644,0
29889,30,,1,57,400,0,1,43,139,71,100,650,0
29890,28,,2,79,600,60,1,,242,68,216,932,0
29891,19,1,1,45,700,0,1,7,1846,29,62,550,0
29892,26,0,2,58,300,70,0,37,642,66,100,1508,0
29893,24,,1,54,400,150,0,,100,68,100,1974,0
29894,19,0,1,81,800,0,1,,556,106,90,237,0
29895,33,0,1,78,300,0,1,,461,68,100,150,0
29896,21,0,1,67,400,0,1,43,181,68,216,1151,1
29897,30,0,2,71,500,0,1,,634,106,90,327,0
29898,25,0,1,71,200,0,1,50,109,68,216,454,0
29899,31,0,2,71,400,60,1,,676,106,90,1077,0
29900,26,0,2,71,400,390,1,,1908,9,90,782,0
29901,21,0,2,73,300,10,1,35,635,68,216,955,0
29902,39,0,1,81,400,0,1,43,587,68,62,1924,1
29903,30,0,2,60,0,10,1,,295,68,62,978,0
29904,30,,2,71,900,0,1,43,459,68,62,381,0
29905,23,,2,43,700,10,1,,314,106,90,2279,0
29906,26,0,1,62,200,180,1,,1643,106,90,1892,0
29907,24,0,1,72,300,0,1,,748,68,100,1974,0
29908,25,0,1,33,300,10,1,7,597,73,216,744,0
29909,24,0,1,40,900,40,1,7,484,68,216,1704,0
29910,29,0,1,32,600,0,1,,831,73,100,1395,0
29911,29,0,1,44,300,180,0,,415,106,90,237,0
29912,22,,1,63,700,10,1,,77,106,90,327,0
29913,38,0,2,71,400,0,1,7,327,68,110,2142,0
29914,27,0,2,62,900,10,1,7,407,106,90,782,0
29915,28,0,1,44,600,10,1,7,349,23,62,254,1
29916,18,0,1,60,700,10,1,7,645,106,90,1610,0
29917,21,,1,69,100,80,1,20,48,68,49,26,0
29918,31,0,1,79,400,10,1,,668,68,62,1371,0
29919,,,2,,,,0,,904,30,90,2135,0
29920,51,,1,37,100,30,1,,36,73,216,1462,0
29921,28,0,2,64,900,240,1,,638,68,216,962,0
29922,33,0,2,46,0,0,1,,495,68,100,845,0
29923,22,0,1,80,800,0,1,40,545,106,90,327,0
29924,36,0,2,30,500,0,0,43,646,29,216,1132,0
29925,21,,1,44,200,10,0,,54,106,90,83,0
29926,51,1,1,66,900,0,1,,169,68,62,830,0
29927,20,,2,14,900,100,1,43,90,30,90,782,0
29928,20,0,2,43,500,0,1,7,635,68,62,2278,0
29929,21,0,2,73,300,0,1,43,650,68,216,575,0
29930,47,0,2,68,600,0,1,3,247,68,100,1509,0
29931,18,,0,1,900,0,0,,333,30,216,454,0
29932,27,0,2,80,100,30,0,43,1502,106,90,1444,0
29933,18,0,1,27,200,10,1,43,724,30,62,1541,0
29934,20,0,2,54,200,0,1,,1745,106,90,2092,0
29935,,,1,,,,0,,790,68,100,1481,0
29936,31,0,1,72,0,0,1,43,324,68,216,1158,0
29937,30,,2,22,600,20,0,,231,9,90,407,0
29938,,,2,,,,1,,795,23,100,1395,0
29939,36,1,2,66,700,0,0,41,360,68,100,949,0
29940,36,0,1,34,800,550,0,,510,29,100,2164,0
29941,27,0,1,16,700,0,1,7,83,29,216,744,0
29942,28,,1,29,800,0,1,7,108,68,216,618,1
29943,50,1,2,80,0,0,1,,347,68,62,938,1
29944,21,,2,8,200,0,0,7,25,23,100,1905,0
29945,,,1,,,,1,,1602,68,100,1508,0
29946,24,,2,62,0,10,1,7,106,68,100,323,1
29947,23,0,1,64,900,0,1,7,365,68,62,71,0
29948,25,0,2,78,400,0,1,,799,106,90,1610,0
29949,49,0,2,64,600,10,1,7,566,68,62,381,0
29950,30,0,2,67,0,250,1,43,684,58,90,83,0
29951,19,0,1,45,0,0,1,12,312,68,216,744,0
29952,24,0,2,40,900,120,1,43,676,68,62,683,0
29953,44,,2,54,300,0,1,43,562,68,62,2036,0
29954,31,0,2,79,100,130,0,,2621,9,90,782,0
29955,25,1,2,37,700,0,1,,365,68,62,381,1
29956,51,1,2,63,500,0,1,,417,68,62,242,1
29957,23,0,2,33,0,20,1,,2230,26,90,1892,0
29958,18,0,2,4,900,80,1,43,583,62,216,1740,0
29959,27,,2,38,700,0,1,,393,106,90,2279,0
29960,29,,1,64,800,0,1,,183,68,216,1985,0
29961,27,0,1,50,700,0,1,,632,106,90,2279,0
29962,59,1,2,7,500,20,1,43,581,29,62,2036,1
29963,28,0,2,15,400,0,1,43,700,29,219,1281,0
29964,31,0,1,30,400,110,1,,610,73,216,1634,1
29965,27,0,2,69,600,0,1,,502,68,100,706,0
29966,25,0,1,39,700,60,0,43,728,30,90,2135,0
29967,27,,1,22,700,770,1,7,271,68,216,454,0
29968,25,0,2,14,0,20,1,,1435,29,62,86,0
29969,20,,1,12,600,0,0,43,707,30,90,782,0
29970,30,,2,16,0,0,1,,690,23,62,71,0
29971,,,2,,,,1,,710,68,62,254,0
29972,32,1,2,54,500,0,1,,323,68,62,1972,0
29973,29,0,2,48,500,0,0,,642,26,90,237,0
29974,31,0,1,67,100,160,0,7,388,68,100,769,0
29975,31,0,2,72,200,10,1,43,608,106,90,327,0
29976,29,0,1,73,200,10,1,48,560,68,100,289,0
29977,55,1,2,22,300,0,1,,45,23,100,1395,
29978,31,0,1,14,0,30,0,,649,30,90,782,0
29979,31,0,2,81,700,40,0,,604,106,90,2135,0
29980,26,0,2,27,200,0,0,7,557,29,62,931,0
29981,33,0,2,71,900,0,1,7,414,106,90,1610,0
29982,26,,1,20,500,20,1,,684,29,216,1562,0
29983,26,0,1,63,400,0,1,,647,29,62,2272,0
29984,22,0,1,8,100,0,1,7,542,29,81,1489,0
29985,35,1,2,16,700,0,1,12,238,68,62,1441,0
29986,26,,1,61,300,270,1,,356,68,216,1158,0
29987,35,1,1,47,600,0,1,,252,73,100,11,0
29988,30,0,1,45,700,10,1,43,613,73,62,136,0
29989,70,,1,44,400,0,1,,34,73,80,1706,0
29990,21,0,1,66,600,70,1,12,218,68,100,852,0
29991,30,0,1,81,300,10,1,43,591,68,62,1478,0
29992,29,,1,57,500,0,1,,437,106,90,782,0
29993,37,0,2,48,400,0,1,7,514,68,110,121,0
29994,32,0,1,46,700,480,0,,654,68,100,1006,0
29995,40,,1,15,400,0,1,,52,62,216,1191,0
29996,45,,2,29,800,0,1,,193,23,62,2084,0
29997,24,0,2,71,200,0,1,,430,106,90,782,0
29998,20,0,1,63,500,10,1,7,662,68,216,436,0
29999,21,,1,43,400,20,1,,54,23,100,216,0
30000,19,0,2,73,0,10,0,,642,106,90,782,0
30001,28,0,2,51,0,0,0,43,284,68,100,661,0
30002,18,0,1,64,700,0,1,,177,68,40,2149,0
30003,22,0,2,67,500,0,0,,601,106,90,782,0
30004,25,0,2,18,200,0,1,7,384,106,90,1444,
30005,43,,1,65,500,30,1,,606,68,216,1778,0
30006,42,0,2,39,400,0,1,,280,68,62,687,0
30007,33,0,2,66,700,0,0,,698,68,216,350,0
30008,27,0,1,44,200,0,1,43,640,106,90,2135,0
30009,,1,1,55,0,0,1,,335,106,90,2279,0
30010,55,,2,57,500,0,0,,61,73,100,1896,0
30011,22,,2,77,500,0,1,7,264,106,90,592,0
30012,18,0,2,28,900,0,1,,826,26,90,1402,0
30013,67,,2,24,300,60,1,,83,106,90,1892,1
30014,30,0,1,71,900,90,1,7,399,68,62,129,0
30015,27,0,1,71,600,0,1,43,678,68,216,1839,0
30016,32,,2,68,100,10,1,,624,106,90,237,0
30017,53,,2,14,0,40,0,7,1356,29,100,2164,0
30018,30,,2,27,700,40,1,7,354,64,216,1670,1
30019,26,0,1,69,100,0,1,,634,68,100,1851,0
30020,26,0,2,48,900,0,1,7,631,106,90,1444,0
30021,35,,2,12,900,120,1,14,26,29,62,2036,0
30022,24,,2,71,700,0,1,43,162,82,90,592,0
30023,20,0,2,74,900,0,1,,623,68,100,1880,0
30024,23,0,2,67,200,30,1,43,601,106,90,237,0
30025,28,,2,81,100,10,1,,408,106,90,237,0
30026,27,0,1,66,100,0,1,7,605,68,62,1008,0
30027,64,0,2,16,0,10,1,,508,26,100,216,1
30028,36,1,2,65,900,0,1,7,46,68,216,97,0
30029,34,0,2,72,300,40,1,,406,106,90,237,0
30030,29,0,2,75,100,40,0,43,704,68,100,1508,0
30031,50,0,2,68,400,0,1,14,288,68,62,2036,
30032,24,0,1,89,800,30,1,7,53,68,216,1942,0
30033,32,,2,63,200,40,0,,181,68,216,1462,0
30034,18,1,1,39,800,100,1,,331,106,90,1610,1
30035,47,1,2,64,400,0,1,43,574,68,62,830,0
30036,19,,1,81,100,0,1,,374,9,62,683,0
30037,26,,1,80,900,60,1,,137,68,62,242,0
30038,28,0,1,52,300,0,0,7,591,73,100,1801,0
30039,21,0,1,80,200,0,1,,604,68,216,8,0
30040,26,,1,59,800,0,1,,28,26,90,782,0
30041,35,0,1,74,800,40,1,7,613,68,216,1831,1
30042,42,,1,77,700,30,1,,50,68,110,250,0
30043,18,0,2,51,700,170,1,,571,23,110,278,0
30044,29,,1,72,0,90,1,,255,9,90,1571,0
30045,41,0,1,46,300,0,1,7,623,73,216,1046,0
30046,19,,2,24,500,110,1,7,103,23,216,376,0
30047,28,0,2,67,700,0,1,7,551,68,100,1055,0
30048,,,2,,,,1,,574,29,100,496,1
30049,31,,1,64,0,40,0,43,599,106,90,1610,0
30050,29,0,2,71,600,0,1,44,2557,68,216,1462,0
30051,24,0,1,32,200,10,1,,477,68,100,706,0
30052,24,,1,2,600,20,0,,287,29,100,2164,1
30053,35,,2,32,900,70,1,,410,68,62,316,1
30054,24,0,2,52,600,0,1,,618,106,90,702,0
30055,32,0,2,81,700,0,1,24,808,68,62,2126,0
30056,25,,1,81,800,10,1,,383,106,90,782,0
30057,22,0,1,67,800,0,1,,651,68,202,1619,0
30058,34,0,2,68,200,30,1,,686,73,216,85,0
30059,45,,1,22,700,0,0,,10,68,100,293,0
30060,31,,1,101,200,170,1,43,50,68,202,1619,0
30061,23,0,2,67,400,0,1,,230,106,90,782,0
30062,29,,1,21,800,20,0,,98,66,100,903,0
30063,28,,1,64,500,0,1,,1034,68,216,932,0
30064,57,0,1,78,100,0,1,,75,68,62,129,0
30065,19,,1,82,0,40,1,36,153,68,110,917,0
30066,29,1,2,39,0,0,1,,820,30,90,782,1
30067,20,0,2,81,0,0,0,7,216,68,216,2150,0
30068,25,,1,61,900,0,1,12,668,68,100,980,0
30069,27,0,2,67,700,30,1,,565,106,90,702,0
30070,21,0,2,23,900,130,1,,615,29,100,1908,0
30071,23,,2,82,300,0,1,7,158,68,100,1974,0
30072,33,0,1,7,400,30,1,,435,29,216,2150,1
30073,45,0,2,66,900,0,1,7,308,68,216,1068,0
30074,27,0,2,78,500,460,1,,1184,68,62,2272,0
30075,28,0,2,66,900,10,1,43,292,106,90,2135,0
30076,54,0,1,47,300,10,1,,636,78,110,2022,0
30077,27,0,1,54,0,10,1,7,568,68,100,293,0
30078,23,0,2,35,700,0,0,,310,68,216,1462,0
30079,25,0,1,86,200,10,1,43,309,68,216,198,0
30080,29,0,1,77,700,10,1,43,611,106,90,2279,0
30081,38,,1,69,700,0,1,,315,9,90,2135,1
30082,57,,1,49,400,0,1,7,143,60,110,1637,0
30083,20,,1,64,100,0,1,7,116,68,100,980,0
30084,24,,1,95,100,60,1,,670,68,100,1801,0
30085,40,,0,64,100,20,1,,195,68,216,1158,0
30086,36,1,1,49,600,0,1,,239,23,216,85,0
30087,19,0,2,5,200,0,1,7,129,78,62,2272,0
30088,41,0,1,32,900,130,0,43,705,68,216,198,
30089,36,1,2,73,700,0,1,,380,106,90,1782,0
30090,21,,1,76,200,0,1,,142,68,100,1126,0
30091,27,0,1,59,600,20,1,,389,64,216,932,0
30092,23,0,2,66,700,0,1,,1747,68,216,882,0
30093,41,,1,93,800,100,1,,216,73,216,1112,0
30094,32,0,2,71,400,0,1,,310,68,110,1637,0
30095,20,0,2,66,400,0,1,43,492,30,90,782,0
30096,34,,2,9,900,0,0,,142,29,216,2150,0
30097,25,,1,78,200,30,0,50,159,58,90,592,0
30098,22,,1,28,700,0,0,,522,78,100,1736,0
30099,27,,1,29,800,760,1,43,229,30,90,592,0
30100,48,1,2,49,300,0,1,,385,106,90,702,0
30101,22,,1,10,800,0,1,,157,93,90,237,0
30102,21,0,1,65,700,60,1,,189,106,90,702,0
30103,29,0,1,56,900,10,0,,616,68,100,1851,0
30104,28,0,1,97,100,0,1,,63,9,90,1892,0
30105,18,0,2,51,100,0,0,,811,73,100,927,0
30106,19,0,1,61,200,10,1,,518,73,100,537,0
30107,38,0,1,72,200,60,0,43,275,106,90,2135,0
30108,,,1,,,,1,,610,68,216,1140,0
30109,19,0,2,74,500,40,1,,219,106,90,782,0
30110,46,,1,53,400,10,1,,121,68,216,436,0
30111,37,0,2,53,400,0,1,,553,68,216,1401,0
30112,25,0,1,52,600,10,0,43,543,30,62,658,0
30113,26,0,1,64,0,10,1,43,643,68,216,1289,0
30114,30,0,2,65,700,0,0,,2118,68,100,1851,0
30115,62,1,1,79,0,0,1,43,258,68,216,2,0
30116,30,0,2,65,900,160,1,43,645,106,90,1402,0
30117,30,,1,40,400,0,1,,79,74,62,254,0
30118,18,,2,24,600,0,1,,139,30,90,782,0
30119,23,0,1,71,300,0,1,7,230,68,100,1403,0
30120,26,0,1,38,500,20,0,43,673,29,100,1403,0
30121,25,0,1,17,100,10,1,,646,68,216,970,0
30122,31,0,2,67,800,50,1,43,630,23,110,468,0
30123,61,1,2,14,300,0,1,,45,62,216,1516,0
30124,18,0,2,23,800,10,1,7,711,66,62,95,0
30125,20,,2,66,900,0,1,,193,68,216,202,0
30126,61,0,2,44,300,10,1,,231,68,219,1749,1
30127,32,1,1,66,600,0,1,,443,68,62,2219,0
30128,,,2,,,,1,,689,39,100,706,0
30129,26,0,2,39,100,10,0,,656,26,90,327,0
30130,20,0,1,62,100,10,1,7,637,68,62,1541,0
30131,22,0,1,67,800,290,1,43,739,23,62,1982,0
30132,25,0,2,67,500,50,1,12,245,106,90,2135,0
30133,58,1,1,34,0,10,1,7,742,68,62,129,1
30134,28,0,1,64,100,0,1,7,299,68,62,89,0
30135,43,,2,46,300,460,1,,97,23,216,263,1
30136,,,2,,,,0,,673,68,62,1371,1
30137,21,0,2,67,600,20,1,,261,106,90,1610,0
30138,21,,1,12,600,50,1,7,520,29,62,841,0
30139,22,,2,10,0,10,0,43,357,29,40,490,0
30140,25,0,1,5,500,0,1,,453,30,90,327,0
30141,64,,2,18,600,10,1,,232,59,100,1801,0
30142,25,0,1,38,200,0,1,,1254,23,62,731,0
30143,57,0,2,64,0,0,1,,465,88,90,782,0
30144,36,1,2,71,700,0,1,,432,68,216,1746,0
30145,31,,2,57,300,0,0,43,255,106,90,2135,0
30146,26,0,1,62,600,10,1,,90,106,90,327,0
30147,29,0,2,61,800,10,0,7,508,23,100,1508,0
30148,44,1,1,14,800,0,1,43,411,30,90,772,1
30149,49,0,2,71,900,10,1,,32,68,62,1016,0
30150,37,,2,66,600,0,1,,222,68,100,1481,0
30151,29,0,2,49,900,630,1,,236,82,90,592,0
30152,26,0,2,109,800,80,1,,591,9,90,592,0
30153,20,0,2,7,800,20,1,7,509,30,62,1205,0
30154,25,0,1,53,800,10,1,43,601,106,90,592,0
30155,32,0,1,65,200,30,1,,1568,68,49,580,0
30156,25,0,2,72,400,0,0,43,320,68,216,1194,0
30157,29,0,2,67,100,160,1,,553,106,90,237,0
30158,25,0,1,63,200,90,1,43,166,23,62,2101,0
30159,40,0,1,61,500,20,1,7,308,68,110,121,0
30160,31,0,2,74,700,20,1,,686,68,216,1973,0
30161,26,0,2,76,800,0,1,7,522,68,62,830,0
30162,46,,2,64,700,80,1,,147,73,216,932,0
30163,19,0,1,45,600,10,1,,304,68,62,2272,0
30164,29,0,2,35,600,50,1,,475,106,90,782,0
30165,29,0,1,25,200,20,1,,1751,68,100,289,0
30166,41,,2,45,100,0,1,,48,68,216,263,0
30167,28,0,2,63,600,350,1,,1069,106,90,782,0
30168,28,0,2,15,400,10,0,,621,106,90,1277,0
30169,28,,2,50,400,80,0,,246,68,100,30,0
30170,47,,1,27,100,0,1,,13,68,216,2150,
30171,26,0,2,115,0,20,1,,698,30,62,1693,0
30172,28,,1,7,500,0,0,,329,29,100,30,0
30173,23,0,1,26,200,260,1,43,323,73,216,338,0
30174,28,0,2,80,800,60,1,43,721,73,100,1736,0
30175,37,,2,23,100,0,1,,315,66,100,845,0
30176,20,0,1,54,300,10,1,43,683,65,90,782,0
30177,29,0,1,71,500,100,0,,637,68,216,726,0
30178,43,,1,24,500,10,0,,360,106,90,1846,0
30179,25,0,1,29,300,0,0,,712,26,90,782,0
30180,33,0,2,39,300,0,1,,288,73,62,1178,0
30181,28,,2,4,700,10,1,,194,78,216,1242,0
30182,19,,1,80,0,30,1,7,115,68,100,1599,0
30183,39,0,1,51,900,10,1,43,629,106,90,1610,0
30184,25,0,1,49,500,20,1,,568,106,90,1077,0
30185,18,,1,10,300,180,1,,232,106,90,1610,0
30186,42,1,2,40,500,0,1,43,637,73,100,927,1
30187,22,0,1,40,900,50,1,,230,64,216,1843,0
30188,69,,1,27,600,0,0,,67,23,100,2164,1
30189,32,0,1,75,700,460,1,,46,106,90,237,0
30190,65,1,2,62,500,30,1,,108,68,100,845,1
30191,25,0,2,54,600,0,1,7,713,68,62,1205,0
30192,58,,2,70,600,0,0,,155,68,100,1974,0
30193,22,,2,53,400,0,1,,319,73,62,1011,0
30194,21,0,1,68,600,0,0,43,729,106,90,327,0
30195,27,,1,71,800,0,1,,301,68,62,683,0
30196,63,1,2,42,900,0,0,,57,68,100,895,1
30197,29,,1,65,400,0,1,,76,68,216,1704,0
30198,31,0,2,61,400,70,1,7,621,68,216,1462,0
30199,28,,1,30,100,20,1,,10,68,216,1704,0
30200,25,,0,60,400,10,1,,29,9,90,782,0
30201,30,0,1,37,300,20,1,,685,68,100,2021,0
30202,27,0,1,65,500,80,1,,668,106,90,782,0
30203,44,1,2,21,700,0,1,,570,29,216,1428,0
30204,,,1,,,,0,,583,106,90,2279,0
30205,49,1,2,71,300,0,1,36,83,68,110,383,0
30206,25,,1,23,300,0,0,,343,66,62,1478,0
30207,25,0,1,65,200,0,1,,869,68,62,1811,0
30208,34,0,1,13,100,10,1,7,577,73,62,1478,0
30209,41,0,2,22,700,0,1,7,389,66,100,1908,0
30210,21,0,2,62,600,40,1,,1763,106,90,782,0
30211,35,0,2,66,700,20,1,7,67,68,100,1761,0
30212,23,0,2,77,900,10,1,,642,106,90,782,0
30213,26,,2,27,200,0,1,,266,29,110,644,0
30214,43,0,1,15,200,0,0,,512,29,100,459,0
30215,27,1,1,24,900,120,0,7,365,78,216,962,0
30216,24,0,1,15,300,0,1,43,637,29,216,1158,0
30217,43,1,2,52,500,0,1,,610,73,62,1314,1
30218,31,0,1,17,400,0,1,,482,106,90,327,0
30219,35,,2,42,300,20,0,,273,106,90,237,0
30220,63,,2,50,200,0,1,,620,68,62,1314,0
30221,,,2,,,,0,,594,29,110,1180,1
30222,53,,1,51,400,0,1,,31,30,90,1892,0
30223,27,,1,40,700,110,1,,22,68,216,1942,0
30224,23,,2,14,400,30,1,,95,62,216,408,0
30225,21,,2,74,600,0,1,3,116,68,100,1403,0
30226,26,0,1,39,400,10,1,,648,106,90,1782,0
30227,20,0,1,44,500,250,1,43,768,68,216,202,0
30228,24,,1,38,600,120,1,43,64,30,90,1610,0
30229,59,,1,45,300,0,1,,33,68,100,2121,1
30230,40,0,2,71,900,900,1,43,536,106,90,237,0
30231,33,0,2,31,500,20,1,,698,68,62,242,0
30232,46,1,2,41,400,380,1,7,365,64,62,1491,1
30233,28,0,1,71,300,50,1,,1224,68,62,1541,0
30234,45,,2,23,900,0,1,20,46,23,62,2036,1
30235,29,0,2,64,100,10,1,,626,106,90,348,0
30236,24,0,2,65,700,10,0,43,677,88,90,327,0
30237,43,,1,28,500,10,1,,144,106,90,1800,0
30238,53,,2,26,400,0,1,,169,106,90,702,0
30239,26,,2,26,600,50,1,7,60,29,62,1597,0
30240,58,0,2,42,800,0,1,7,580,68,62,2036,1
30241,23,0,1,27,0,0,1,7,207,66,216,428,0
30242,21,0,2,69,200,10,1,,1996,68,62,491,0
30243,20,0,1,60,500,140,1,,852,68,100,1395,0
30244,35,0,1,52,100,330,0,7,235,68,62,913,0
30245,33,0,1,15,100,0,1,43,599,87,216,968,1
30246,36,,2,81,300,10,1,,175,106,90,2135,0
30247,29,0,2,38,0,210,1,,675,26,90,1610,0
30248,28,0,1,14,0,50,1,,1263,31,100,2268,0
30249,21,0,2,63,100,30,1,,1569,73,62,1417,0
30250,22,1,2,10,600,30,1,7,269,29,100,741,0
30251,28,0,1,43,600,0,0,,601,68,100,706,0
30252,29,0,2,21,600,20,1,,1295,73,216,1462,0
30253,18,,2,23,800,980,1,,367,68,216,932,0
30254,23,0,2,15,100,0,0,,576,66,100,1126,0
30255,21,0,2,45,300,60,1,43,899,23,100,1815,0
30256,24,0,1,110,300,0,1,,615,30,90,1892,0
30257,22,,1,35,600,10,1,,698,78,216,460,0
30258,74,,1,16,500,0,1,,11,29,100,216,1
30259,25,,1,16,100,30,1,43,36,26,90,782,0
30260,22,1,1,54,700,0,0,43,300,23,100,216,0
30261,31,0,1,15,0,10,1,,581,106,90,83,0
30262,31,,1,45,0,50,1,43,122,73,216,726,0
30263,19,0,1,65,100,0,1,7,587,68,62,1205,0
30264,27,0,1,30,800,0,1,43,909,73,216,2246,0
30265,45,,2,13,600,40,1,,592,23,62,2269,0
30266,19,0,1,7,900,10,1,7,568,29,62,1314,0
30267,28,0,2,67,0,0,0,43,718,9,90,782,0
30268,21,,1,72,900,0,1,36,223,23,110,383,0
30269,26,,1,59,500,330,1,20,108,68,62,683,0
30270,22,0,2,81,900,40,1,,1098,68,216,2048,0
30271,62,1,2,69,300,110,0,43,652,68,100,1851,1
30272,21,0,1,46,300,0,1,43,582,73,216,1847,0
30273,34,,1,73,500,160,0,,404,68,40,1705,0
30274,19,,1,35,0,0,1,43,170,9,90,782,
30275,24,0,1,65,100,10,1,12,464,99,90,1150,0
30276,20,0,1,31,600,0,1,,652,73,62,731,0
30277,25,0,2,81,700,0,1,43,918,68,110,2207,0
30278,24,,1,27,200,20,1,,358,66,100,2181,0
30279,22,0,2,49,100,0,1,,1533,68,62,1205,0
30280,48,,2,13,900,10,1,,2,62,216,958,0
30281,46,,1,2,300,20,1,,564,29,100,323,0
30282,29,0,2,16,500,940,0,,600,26,90,772,0
30283,26,0,2,46,600,0,1,7,363,73,100,1126,0
30284,22,1,2,67,100,10,1,7,283,73,100,650,0
30285,,,2,,,,1,,596,106,90,1444,0
30286,21,,1,37,900,0,1,,342,106,90,2135,0
30287,22,0,1,41,700,0,1,,1496,73,100,1508,0
30288,21,0,2,53,100,10,1,,175,68,62,86,0
30289,27,0,1,64,100,220,1,,623,26,90,782,0
30290,29,0,1,32,900,0,1,7,354,73,216,546,0
30291,26,0,2,78,800,0,0,43,634,68,100,1395,0
30292,25,0,1,61,300,0,1,43,680,106,90,702,0
30293,55,0,1,8,900,10,1,27,341,73,216,747,0
30294,46,,1,9,0,10,1,7,266,26,90,702,0
30295,24,0,2,87,200,820,1,43,604,68,216,962,0
30296,23,0,1,30,0,10,1,43,459,106,90,592,0
30297,33,0,2,74,500,0,1,,1363,106,90,592,0
30298,20,0,2,65,300,20,1,,606,68,62,1793,0
30299,,,1,,,,1,,608,106,90,782,0
30300,34,,2,15,900,0,1,,2044,58,90,782,1
30301,27,,2,75,300,0,0,,158,106,90,1782,0
30302,46,0,2,60,300,0,1,,253,68,100,927,0
30303,34,0,1,51,900,40,1,,344,26,90,2279,0
30304,26,,2,15,400,0,1,,227,68,216,202,0
30305,24,0,1,28,400,0,0,7,605,29,100,1599,0
30306,20,0,2,46,600,50,1,,1501,73,62,1541,0
30307,55,1,1,49,200,0,0,,406,73,85,870,1
30308,30,,2,62,200,580,1,,116,106,90,1277,0
30309,21,,1,70,400,0,1,,212,106,90,1444,0
30310,37,0,2,54,800,20,1,,585,64,62,636,0
30311,29,0,1,74,200,30,1,7,480,68,216,726,0
30312,20,0,1,56,300,0,1,43,336,68,62,1371,0
30313,39,1,2,28,400,0,1,7,47,64,216,1804,1
30314,28,0,2,71,500,0,1,7,407,68,100,2017,0
30315,47,,1,48,0,0,1,,78,68,62,655,
30316,40,0,1,50,400,0,1,12,576,68,100,1974,0
30317,27,0,2,77,0,60,0,,354,106,90,782,0
30318,30,,1,62,800,20,1,,81,68,62,1541,0
30319,31,0,1,46,900,1220,1,43,363,64,100,323,0
30320,33,0,1,63,600,60,1,,583,106,90,1892,0
30321,37,,2,52,600,0,1,7,44,73,100,709,1
30322,26,0,1,21,400,390,1,,319,85,90,237,0
30323,30,0,2,76,400,30,0,,467,106,90,327,0
30324,24,0,2,77,300,0,1,,527,106,90,327,0
30325,28,0,1,41,500,80,1,,304,68,62,1039,0
30326,24,0,1,63,100,370,1,43,574,106,90,1402,0
30327,28,0,1,71,600,0,1,,550,68,216,2150,0
30328,41,1,2,27,900,0,1,7,476,26,90,702,0
30329,20,0,1,60,300,10,1,12,670,68,100,2016,0
30330,23,,1,25,400,40,0,,596,26,90,782,0
30331,35,,2,53,500,250,1,,592,106,90,2279,0
30332,21,0,2,35,600,60,1,,375,23,219,2134,0
30333,23,0,1,48,200,180,1,43,632,73,202,1802,0
30334,67,1,1,5,0,10,1,7,566,29,62,242,1
30335,44,1,1,27,300,30,1,3,256,68,100,1633,0
30336,31,,1,49,200,0,1,,24,9,62,1371,1
30337,26,0,1,73,200,10,1,43,648,68,216,1670,0
30338,30,0,1,96,800,3490,0,43,596,9,90,2092,0
30339,46,1,2,40,400,150,1,7,62,68,62,277,
30340,24,1,1,58,300,0,0,3,72,68,100,1813,0
30341,23,0,2,62,200,10,0,,322,68,100,402,0
30342,31,,1,8,300,0,1,43,73,68,62,2036,1
30343,51,,2,71,600,10,1,,64,68,216,959,0
30344,20,0,1,45,200,0,0,7,612,29,40,2249,0
30345,22,0,1,4,600,20,1,43,681,29,216,1778,0
